club_id,club_name,club_description,club_location,club_membership_fee,club_membership_length,club_membership_count,team_id 
4135,The Raptors Fan Club,loyalty lose player support win club team fan support fun club basketball passion fun player team support loyalty loyalty club,Toronto,32.76,Monthly,536,135
4136,The Knicks Fan Club,cheer team win win lose loyalty community win player basketball fun basketball fun club support win lose win support basketball,New York,54.87,Monthly,792,81
4137,The Suns Fan Club,club cheer fun fan basketball win team basketball love love love cheer player fun win player lose win basketball win,Phoenix,36.86,Yearly,468,390
4138,The 76ers Fan Club,passion fun cheer team lose fan fun club cheer team fan love team cheer love passion player player basketball fan,Philadelphia,88.86,Yearly,299,298
4139,The Mavericks Fan Club,cheer community club love fun support game lose win player basketball game team basketball player basketball team love community team,Dallas,32.18,Monthly,619,81
4140,The Suns Fan Club,player passion lose cheer lose lose basketball club basketball basketball team community win team support cheer fan cheer support player,Phoenix,67.39,Quarterly,339,318
4141,The Clippers Fan Club,community fan cheer fan club fun loyalty loyalty community club basketball win passion support cheer win basketball lose passion loyalty,Los Angeles,38.48,Yearly,863,133
4142,The Suns Fan Club,fun team team lose basketball game basketball passion fan player team love club fun loyalty lose basketball cheer lose cheer,Phoenix,14.97,Monthly,381,33
4143,The Spurs Fan Club,team lose win club loyalty fan loyalty player lose basketball player game win basketball basketball passion community love fun support,San Antonio,58.78,Monthly,913,12
4144,The Jazz Fan Club,game fun club fan love team love win game fun fan basketball basketball passion passion fan cheer support club fan,Salt Lake City,38.83,Quarterly,537,43
4145,The Rockets Fan Club,win game club support support club support support fun passion cheer club community basketball lose love support team game club,Houston,97.0,Monthly,21,219
4146,The Knicks Fan Club,player cheer support community club win fun club player love player game passion win win fun passion support club basketball,New York,66.06,Quarterly,219,45
4147,The Heat Fan Club,club cheer win cheer club club fun fun community passion love passion support loyalty club fun game fan club win,Miami,51.15,Yearly,536,345
4148,The Warriors Fan Club,community loyalty lose community win team fun lose lose basketball team game fan fan game passion cheer player love fun,San Francisco,25.84,Yearly,277,53
4149,The Hornets Fan Club,fan player win community club fun fan loyalty team basketball support cheer game support win player game game passion basketball,Charlotte,27.54,Yearly,628,275
4150,The Lakers Fan Club,win win club support community fun support fun cheer basketball cheer win lose cheer club fun love player player team,Los Angeles,42.24,Monthly,403,185
4151,The Bucks Fan Club,basketball passion team game cheer fan loyalty passion love game passion club love cheer team fun cheer win team game,Milwaukee,96.91,Monthly,523,112
4152,The Clippers Fan Club,cheer player club lose fan loyalty team fan fan team loyalty win game support fan lose lose player cheer cheer,Los Angeles,16.31,Monthly,888,189
4153,The Raptors Fan Club,team basketball cheer fun loyalty support cheer cheer community team support basketball fun team cheer fan team team player player,Toronto,77.89,Yearly,253,391
4154,The Suns Fan Club,passion cheer support lose love team fun support team game cheer win team club fan loyalty lose basketball fan community,Phoenix,86.37,Yearly,514,316
4155,The Celtics Fan Club,win love love support support fan win community win club game game cheer loyalty community player team win loyalty win,Boston,56.13,Yearly,634,178
4156,The Warriors Fan Club,cheer loyalty club basketball passion basketball win fun community passion community basketball lose lose club basketball community love club love,San Francisco,20.28,Monthly,354,29
4157,The Suns Fan Club,club fan fun love team loyalty passion win fan fan fun game loyalty fan game club lose loyalty community community,Phoenix,64.93,Yearly,327,328
4158,The Nets Fan Club,win win cheer game community fun passion passion fan club community fan basketball team loyalty win win love player lose,Brooklyn,85.27,Yearly,978,22
4159,The Bucks Fan Club,passion player team fun basketball game loyalty team club player loyalty game player player fun support community team passion passion,Milwaukee,82.88,Monthly,909,306
4160,The 76ers Fan Club,loyalty fun cheer community fun loyalty community cheer fun passion win team support community team player basketball game cheer basketball,Philadelphia,46.93,Monthly,498,213
4161,The Clippers Fan Club,passion game win lose community win support win community loyalty cheer support fan game love win fun loyalty community cheer,Los Angeles,29.94,Yearly,821,188
4162,The Mavericks Fan Club,passion basketball fun basketball community win team team loyalty basketball cheer fan club lose team club game fun club community,Dallas,99.27,Monthly,68,171
4163,The Mavericks Fan Club,player win team game loyalty team win team support support fan team basketball basketball loyalty love passion player basketball team,Dallas,90.53,Yearly,170,209
4164,The 76ers Fan Club,passion player community support fun win team team love community cheer win loyalty support fan lose win club support cheer,Philadelphia,68.02,Monthly,819,344
4165,The 76ers Fan Club,loyalty cheer support loyalty fan love fun support lose team passion game loyalty player loyalty player team passion fun love,Philadelphia,60.59,Quarterly,674,215
4166,The Raptors Fan Club,community game support loyalty fun game community club cheer community lose support player community support community support fun loyalty cheer,Toronto,35.82,Quarterly,588,73
4167,The 76ers Fan Club,love lose lose love loyalty basketball support cheer game player love community player community game passion support club passion fan,Philadelphia,76.77,Quarterly,529,133
4168,The Bulls Fan Club,lose game basketball club fan team basketball support fun support support support passion win player club community player fan player,Chicago,22.41,Quarterly,531,132
4169,The Suns Fan Club,loyalty love loyalty club win team community fan lose passion club basketball fan fun community club community fan fun community,Phoenix,49.31,Monthly,495,322
4170,The Celtics Fan Club,cheer win fun lose fun community support fan fan lose passion fun team cheer basketball player support team fan game,Boston,95.68,Yearly,539,130
4171,The Hawks Fan Club,passion support club love love basketball lose basketball love basketball win club support fan community support team support team lose,Atlanta,96.27,Quarterly,358,360
4172,The Mavericks Fan Club,community club loyalty support win love club cheer cheer passion fan player cheer loyalty win win love lose loyalty fan,Dallas,25.43,Quarterly,381,234
4173,The Lakers Fan Club,club passion fan community lose community support game love lose player fun love team fun fun win game club club,Los Angeles,82.17,Quarterly,393,54
4174,The Raptors Fan Club,win fan team fan game game game player support win win basketball support basketball cheer love lose fun cheer loyalty,Toronto,42.71,Quarterly,465,53
4175,The Hawks Fan Club,community basketball love love fun win club fun loyalty passion cheer fan support passion fun club cheer fan win lose,Atlanta,72.51,Yearly,176,109
4176,The Celtics Fan Club,support player game loyalty fun lose cheer passion club win basketball club love club fan fan love win player team,Boston,65.55,Yearly,410,279
4177,The Warriors Fan Club,loyalty cheer basketball fun win player loyalty player fan player cheer cheer love game lose game support loyalty lose community,San Francisco,48.82,Yearly,769,137
4178,The Hornets Fan Club,passion cheer player game support loyalty win loyalty support game support fun basketball fun fun club game community lose fun,Charlotte,18.55,Quarterly,258,299
4179,The Rockets Fan Club,loyalty community team loyalty passion lose win love win game win basketball win passion cheer community loyalty love support basketball,Houston,84.92,Monthly,51,294
4180,The Celtics Fan Club,win cheer fan cheer community community cheer passion passion community fan passion fan team fun fan community club win player,Boston,72.67,Quarterly,361,322
4181,The Raptors Fan Club,fan fun basketball win support passion cheer fun fan love support game fan win win community community win passion player,Toronto,79.49,Monthly,991,355
4182,The 76ers Fan Club,win win support team team passion support passion team lose support support fan loyalty club community community game cheer fan,Philadelphia,47.37,Yearly,879,165
4183,The Suns Fan Club,team support lose cheer team game support team love love player game support team player basketball love love fan support,Phoenix,53.07,Yearly,45,130
4184,The Lakers Fan Club,passion team love passion passion basketball loyalty support team basketball fan loyalty community community loyalty love support game passion basketball,Los Angeles,75.43,Yearly,575,370
4185,The Bucks Fan Club,support fun lose love love fan game win cheer player basketball community community community lose support basketball win fan lose,Milwaukee,13.37,Quarterly,819,72
4186,The Celtics Fan Club,basketball passion fan support love win win love cheer game player club passion basketball fun game win cheer lose basketball,Boston,66.9,Monthly,500,90
4187,The Wizards Fan Club,fun community player player club game fun love support lose lose club fun team support community community love loyalty passion,Washington D.C.,39.37,Quarterly,918,190
4188,The Nuggets Fan Club,cheer game win passion loyalty loyalty win team fun club love fun support passion passion support fan team win fun,Denver,56.85,Yearly,946,117
4189,The Jazz Fan Club,fun basketball win fun fun player win fan win win fan player fan club player lose love cheer support lose,Salt Lake City,36.14,Yearly,104,121
4190,The Nuggets Fan Club,basketball cheer game lose love cheer cheer club support game loyalty club basketball loyalty game community lose lose club team,Denver,82.88,Yearly,498,313
4191,The 76ers Fan Club,fan player community love fun player team passion passion basketball club win support club team team fun basketball loyalty passion,Philadelphia,94.5,Quarterly,466,196
4192,The Hawks Fan Club,cheer game win fun support support player passion basketball basketball love basketball lose love cheer community fan win win basketball,Atlanta,18.24,Quarterly,512,314
4193,The Warriors Fan Club,community game fun game team support cheer team love passion loyalty win community game team passion win player game player,San Francisco,65.97,Monthly,212,396
4194,The Knicks Fan Club,support support loyalty team community lose community lose love game club game love support love player cheer club passion game,New York,70.99,Yearly,90,396
4195,The 76ers Fan Club,lose team win community basketball basketball fan fun game fan basketball cheer community club love win love fan loyalty lose,Philadelphia,20.22,Monthly,103,250
4196,The Bulls Fan Club,loyalty win cheer lose lose support love club passion club basketball game passion game team win loyalty support community basketball,Chicago,44.3,Monthly,753,44
4197,The Rockets Fan Club,loyalty game support support club basketball team fun player support team lose lose passion game team fun fun support player,Houston,10.8,Quarterly,593,169
4198,The Jazz Fan Club,loyalty support club support game club passion cheer fan fan passion team fan loyalty game community cheer player lose support,Salt Lake City,49.68,Yearly,617,308
4199,The Knicks Fan Club,passion passion fan passion fan fun game community fun fan support team love love community player team cheer lose community,New York,50.4,Monthly,113,372
4200,The Lakers Fan Club,team lose game team basketball team passion player club basketball lose passion basketball basketball fan fan passion cheer lose cheer,Los Angeles,60.15,Yearly,630,390
4201,The Knicks Fan Club,cheer fun support love loyalty cheer fan team club passion team fan love win love cheer love loyalty fun basketball,New York,36.39,Monthly,300,315
4202,The 76ers Fan Club,win love win cheer loyalty lose support team cheer passion lose basketball lose fun love team passion win club lose,Philadelphia,51.2,Quarterly,944,62
4203,The Raptors Fan Club,community club team love team passion community win team community team love passion lose fan fan loyalty basketball cheer fan,Toronto,23.34,Quarterly,518,324
4204,The Bulls Fan Club,fun support player support basketball basketball cheer lose love loyalty fan game cheer basketball lose passion club loyalty player basketball,Chicago,29.23,Yearly,461,324
4205,The Heat Fan Club,support basketball support love player fun basketball game passion player club basketball fun game player club love love game fan,Miami,85.4,Quarterly,487,198
4206,The Bucks Fan Club,fan club team club win game fun club player club cheer love love win win team fan game passion community,Milwaukee,78.09,Quarterly,789,395
4207,The Jazz Fan Club,community cheer basketball fun community passion player lose loyalty cheer lose support lose fan passion lose lose basketball fan win,Salt Lake City,46.07,Monthly,311,106
4208,The Hornets Fan Club,fan community club fun loyalty community team player fun game game win love fun support cheer win team game win,Charlotte,52.02,Quarterly,64,108
4209,The Hornets Fan Club,love love player team support player support club cheer club player fun game love lose lose passion fan support club,Charlotte,14.42,Yearly,68,108
4210,The Nets Fan Club,support lose win club win loyalty loyalty win cheer fun game passion support team player community love lose game support,Brooklyn,90.79,Yearly,57,48
4211,The Celtics Fan Club,team fun team team fan community team passion fun loyalty loyalty game player player player basketball team fan game fan,Boston,70.52,Monthly,43,247
4212,The Jazz Fan Club,win win lose player love fun club team love fun club club passion club club love lose team basketball community,Salt Lake City,82.45,Quarterly,438,105
4213,The 76ers Fan Club,game cheer fun team community player community cheer game loyalty fun fun basketball club cheer win love basketball game loyalty,Philadelphia,13.02,Quarterly,847,149
4214,The Celtics Fan Club,passion fan club basketball passion support fan support cheer game cheer fan passion love team team player loyalty game fan,Boston,96.31,Monthly,58,244
4215,The Bucks Fan Club,cheer loyalty fan player love fan love fan passion player fun club support fan fan player fun community club win,Milwaukee,18.62,Monthly,965,257
4216,The Hornets Fan Club,player community club support fun player basketball basketball fun player loyalty love love basketball fun love fan team game fan,Charlotte,73.93,Quarterly,550,32
4217,The Spurs Fan Club,cheer loyalty game game cheer cheer player fun cheer basketball club support player team win cheer fan game love community,San Antonio,28.78,Monthly,565,302
4218,The Bucks Fan Club,club cheer support loyalty fun fan support community support love support passion basketball team fan player game cheer basketball community,Milwaukee,43.81,Yearly,70,355
4219,The Wizards Fan Club,fun player loyalty cheer support player love basketball player fan fun game cheer community win club basketball fan lose loyalty,Washington D.C.,87.14,Monthly,891,177
4220,The Bulls Fan Club,cheer fan player love basketball lose cheer fun love fan love lose passion community lose loyalty win cheer lose cheer,Chicago,16.8,Yearly,5,110
4221,The Bulls Fan Club,support win basketball passion community fun passion game cheer support community support player support cheer club lose loyalty cheer win,Chicago,52.24,Quarterly,778,300
4222,The Knicks Fan Club,fun cheer cheer loyalty community support passion team lose loyalty passion player fun player fan game loyalty love fan lose,New York,37.31,Yearly,22,223
4223,The Hornets Fan Club,game cheer win support team win cheer fan fun team basketball win support cheer cheer basketball player cheer cheer loyalty,Charlotte,99.64,Yearly,993,183
4224,The Hawks Fan Club,fan lose win loyalty passion basketball cheer community lose lose game love win fun win game fan basketball win loyalty,Atlanta,42.78,Monthly,850,62
4225,The Mavericks Fan Club,win love club support lose community win game team fun fun basketball win player club passion lose cheer team loyalty,Dallas,34.34,Yearly,894,272
4226,The 76ers Fan Club,fan fun club cheer lose team cheer support love club lose passion support club basketball player community lose club club,Philadelphia,72.41,Yearly,579,55
4227,The 76ers Fan Club,player lose team community win player community passion player club game team passion team win game support love community passion,Philadelphia,11.47,Monthly,139,263
4228,The Mavericks Fan Club,basketball player cheer love love fan loyalty fun club win community basketball support love lose passion team cheer game fun,Dallas,69.6,Monthly,542,389
4229,The Hawks Fan Club,fun club player fun community community community loyalty win basketball passion passion cheer cheer win cheer passion basketball fan fan,Atlanta,97.78,Monthly,300,263
4230,The Nets Fan Club,passion basketball basketball win lose basketball passion game basketball love loyalty passion fun cheer fun lose support club win team,Brooklyn,91.13,Yearly,704,170
4231,The Knicks Fan Club,cheer cheer club club love passion passion player fan basketball game game community player love basketball lose win cheer team,New York,12.8,Monthly,264,232
4232,The Hornets Fan Club,fan cheer support fun love love fun fan love cheer fun passion basketball love community support fun fan support passion,Charlotte,21.16,Quarterly,480,362
4233,The Suns Fan Club,community fan win loyalty support fun loyalty basketball game fun cheer lose fan love passion community loyalty fun game club,Phoenix,22.27,Quarterly,689,210
4234,The Lakers Fan Club,win community basketball loyalty club player passion fun team support team fun cheer fun community win fan game passion love,Los Angeles,74.9,Monthly,446,176
4235,The Hawks Fan Club,community community cheer team cheer team love basketball win community passion club community win support win fun passion support loyalty,Atlanta,38.23,Quarterly,326,156
4236,The Clippers Fan Club,win love player support support team lose love win loyalty club support love fan cheer loyalty passion loyalty win cheer,Los Angeles,64.71,Monthly,519,335
4237,The Nets Fan Club,game win lose cheer fan player love community fan player lose loyalty passion fan team team love player support basketball,Brooklyn,97.11,Quarterly,839,65
4238,The Lakers Fan Club,community game fan cheer fan love community cheer love team win community fan team love club basketball fun loyalty love,Los Angeles,58.64,Monthly,147,164
4239,The Nets Fan Club,basketball basketball fan game club player fun team club passion passion fun fun love support basketball cheer cheer support cheer,Brooklyn,17.21,Monthly,588,210
4240,The Raptors Fan Club,club club basketball game passion basketball game support fan loyalty fun lose lose fun community support team support fan fun,Toronto,59.41,Quarterly,960,147
4241,The Celtics Fan Club,passion game team fun love club lose community club win community support team game win team passion game love passion,Boston,31.28,Monthly,976,117
4242,The Suns Fan Club,lose lose support win fan fan game love support loyalty passion basketball loyalty fun community club club fan game cheer,Phoenix,21.84,Yearly,47,160
4243,The Raptors Fan Club,win club support basketball love fun love community lose loyalty love lose player loyalty support passion win player passion team,Toronto,41.86,Monthly,495,188
4244,The Lakers Fan Club,fan fun fan team lose love community fun win cheer passion game fan passion passion fan love cheer club fun,Los Angeles,47.51,Yearly,780,116
4245,The Nuggets Fan Club,club community lose lose loyalty loyalty fun lose basketball fun win passion support basketball player game support win player support,Denver,53.24,Monthly,709,132
4246,The Warriors Fan Club,love fan player win cheer cheer fan club team cheer love team basketball cheer game cheer support game community win,San Francisco,54.34,Monthly,566,252
4247,The Wizards Fan Club,game community community lose game win lose fun loyalty player lose cheer passion club support player fun club love basketball,Washington D.C.,77.93,Monthly,878,130
4248,The Wizards Fan Club,fan love club fan fun support win fan player club fun player fun loyalty community love player cheer loyalty fun,Washington D.C.,84.53,Monthly,496,229
4249,The Clippers Fan Club,lose game loyalty community love fan cheer community loyalty club team basketball team cheer game lose community passion fun lose,Los Angeles,98.67,Monthly,833,6
4250,The Celtics Fan Club,basketball fun club love passion player player fan fan basketball love basketball love support lose fun win fun lose team,Boston,39.34,Quarterly,476,108
4251,The Celtics Fan Club,love fan loyalty fun fan love win passion basketball win support basketball love love win lose basketball game player team,Boston,38.07,Monthly,686,79
4252,The Clippers Fan Club,loyalty loyalty community community support cheer fun fan win player community win cheer win lose team passion basketball fan loyalty,Los Angeles,41.21,Yearly,101,22
4253,The 76ers Fan Club,player fun love win basketball community support love community support win loyalty game team fun fan basketball win fun lose,Philadelphia,89.78,Quarterly,146,40
4254,The Knicks Fan Club,passion basketball team lose love win win loyalty passion game loyalty team fan cheer lose club community win fun fun,New York,31.52,Monthly,806,133
4255,The Spurs Fan Club,loyalty support basketball community passion player passion cheer club basketball fun player fun team cheer team fan love win love,San Antonio,32.35,Yearly,400,127
4256,The Clippers Fan Club,love fun win love cheer basketball lose team club fan love lose player win game fun support cheer lose passion,Los Angeles,60.15,Quarterly,288,210
4257,The Heat Fan Club,game club game passion passion win passion club player support team fun player club fan player win win player game,Miami,63.1,Quarterly,786,88
4258,The Heat Fan Club,passion game love lose support game club fun love basketball win community win loyalty player cheer support team win club,Miami,18.11,Quarterly,985,107
4259,The Warriors Fan Club,game fan love club support love passion passion fun win club love game cheer cheer support fan cheer fun support,San Francisco,41.54,Quarterly,294,293
4260,The Celtics Fan Club,love community team fan player community support basketball club team fan game player basketball basketball basketball team win passion loyalty,Boston,54.06,Yearly,541,223
4261,The Warriors Fan Club,fun club loyalty community support cheer fan support win support game community love team player club fun team cheer loyalty,San Francisco,76.4,Yearly,159,68
4262,The Suns Fan Club,win cheer win team support support passion fan loyalty loyalty team club cheer game lose win community fun loyalty win,Phoenix,96.61,Monthly,959,297
4263,The Knicks Fan Club,cheer club club cheer player love community team player cheer game fan community fan game basketball cheer win player player,New York,76.46,Monthly,3,145
4264,The Nets Fan Club,player support support club club cheer community club team lose fun game club community cheer loyalty cheer cheer team fun,Brooklyn,45.87,Monthly,404,245
4265,The Wizards Fan Club,cheer cheer fun fun support support cheer club game support team fan club community game game cheer team community love,Washington D.C.,82.65,Quarterly,183,38
4266,The Nets Fan Club,team fan fun game support team team community fan team fan community club lose club win community fun love loyalty,Brooklyn,57.77,Quarterly,979,386
4267,The Nuggets Fan Club,cheer win love community passion game cheer game team player team cheer win player player fan love support loyalty fun,Denver,60.98,Quarterly,718,262
4268,The 76ers Fan Club,win team win lose loyalty fan loyalty cheer club basketball team love love club cheer fan team win support player,Philadelphia,47.62,Yearly,396,299
4269,The Spurs Fan Club,passion fan cheer win love passion love fan player fan game team win game lose cheer fan loyalty community support,San Antonio,74.14,Yearly,696,78
4270,The Nets Fan Club,loyalty player player loyalty community win player cheer team lose support basketball club support loyalty team club loyalty game cheer,Brooklyn,39.92,Monthly,695,363
4271,The Nets Fan Club,cheer game fan basketball support loyalty love love lose club passion win lose cheer fun love loyalty team fan game,Brooklyn,76.4,Quarterly,748,383
4272,The Spurs Fan Club,game team loyalty win basketball support fan fan player game game game game passion basketball fun basketball passion cheer player,San Antonio,73.86,Monthly,554,68
4273,The Warriors Fan Club,club loyalty support basketball support team team support game team lose passion community fun basketball passion lose community win passion,San Francisco,13.94,Quarterly,818,40
4274,The Nets Fan Club,cheer team loyalty loyalty win fan team win fan lose player win loyalty cheer basketball support basketball game community player,Brooklyn,84.63,Yearly,480,65
4275,The Warriors Fan Club,fun community community passion fan win cheer win passion player game passion player player fan lose community cheer fun cheer,San Francisco,70.11,Monthly,723,249
4276,The Lakers Fan Club,club team fun win win win lose love community team fun loyalty cheer loyalty basketball basketball support fan basketball loyalty,Los Angeles,17.93,Yearly,193,123
4277,The Knicks Fan Club,win loyalty game lose team win team player fan fun community love support fan fan win club player game win,New York,21.42,Yearly,352,19
4278,The Hornets Fan Club,basketball game cheer game lose team win lose support team support game game lose support support lose game win team,Charlotte,44.7,Monthly,347,258
4279,The Heat Fan Club,game cheer lose cheer game basketball support basketball cheer fan win team club fun passion fun basketball cheer support cheer,Miami,72.73,Monthly,975,117
4280,The Warriors Fan Club,love fan fun club player club support basketball player team player lose fan club club fun love basketball community lose,San Francisco,98.37,Monthly,464,236
4281,The Knicks Fan Club,support support cheer fan love loyalty love win love loyalty community fan loyalty player basketball fun loyalty support player cheer,New York,42.09,Quarterly,215,35
4282,The Mavericks Fan Club,club passion fan passion cheer fan player basketball passion community community loyalty win fan win game lose win basketball player,Dallas,69.17,Quarterly,282,112
4283,The Celtics Fan Club,cheer club cheer game club win cheer community team basketball fun love player community fun club fan game love basketball,Boston,91.69,Monthly,930,234
4284,The Knicks Fan Club,cheer player love support love team fun club win win love passion loyalty team community community cheer fun team game,New York,14.83,Quarterly,612,153
4285,The Knicks Fan Club,club passion cheer passion community cheer fan fan support support player game community lose win passion team support lose fan,New York,11.44,Yearly,518,137
4286,The Nets Fan Club,lose passion basketball player game cheer loyalty love game cheer fan support fan player fan game fan community love love,Brooklyn,57.94,Quarterly,507,355
4287,The Hawks Fan Club,loyalty passion basketball team game love community club player basketball lose fan passion fun lose loyalty win loyalty club lose,Atlanta,79.63,Yearly,328,291
4288,The Spurs Fan Club,club community loyalty support passion loyalty cheer player player win basketball cheer club fan loyalty player passion cheer win game,San Antonio,44.98,Quarterly,433,17
4289,The Hawks Fan Club,win team fan community cheer fun cheer player cheer passion win support cheer team fun support fan fan support fan,Atlanta,92.18,Yearly,973,147
4290,The Nets Fan Club,community support fan player fun community support lose passion basketball win love basketball player game lose loyalty basketball game lose,Brooklyn,55.47,Monthly,914,261
4291,The Warriors Fan Club,passion love passion support player fun player club player player lose lose cheer win community community fan team passion club,San Francisco,91.33,Quarterly,725,336
4292,The Suns Fan Club,fan cheer love fan team lose player club community community fan passion win community team support loyalty club game loyalty,Phoenix,55.06,Yearly,240,280
4293,The Suns Fan Club,passion loyalty player cheer love club player passion player cheer support basketball lose passion support fan fun fan player community,Phoenix,50.58,Yearly,994,39
4294,The Warriors Fan Club,passion fan fan loyalty lose win love community game community game fun basketball team team cheer fun fan passion club,San Francisco,64.24,Yearly,566,137
4295,The Raptors Fan Club,club fun fun team win game passion fun community cheer win love support support community win team cheer cheer community,Toronto,98.88,Monthly,188,134
4296,The 76ers Fan Club,loyalty community basketball team community lose basketball club lose win team loyalty player cheer lose game basketball passion fan basketball,Philadelphia,64.97,Quarterly,486,94
4297,The Heat Fan Club,passion basketball lose player team lose player game player team fan fan lose fun basketball community club game lose fan,Miami,87.78,Monthly,401,77
4298,The Heat Fan Club,basketball support passion player win loyalty club win lose loyalty lose club game win love community support basketball love community,Miami,44.59,Yearly,807,364
4299,The Hawks Fan Club,community game support fan lose loyalty fun lose community support fan cheer team team love cheer basketball community player support,Atlanta,34.21,Yearly,296,148
4300,The 76ers Fan Club,support support support loyalty fan win love community club fan love support fun game passion club cheer fan passion game,Philadelphia,57.41,Monthly,20,189
4301,The Wizards Fan Club,support support support lose passion love love support love passion fun club support game basketball basketball club lose team win,Washington D.C.,72.24,Yearly,724,384
4302,The Bulls Fan Club,team community game lose win fan love club game lose loyalty player community love fun player lose love community win,Chicago,72.42,Quarterly,708,47
4303,The Bulls Fan Club,loyalty fan love game community passion basketball loyalty win win team basketball fan fan loyalty community fun basketball support player,Chicago,11.7,Quarterly,847,257
4304,The Knicks Fan Club,cheer lose game loyalty community love game game game game loyalty club basketball fun cheer cheer basketball basketball fun fan,New York,42.9,Yearly,898,13
4305,The Bulls Fan Club,basketball community club passion basketball lose club support team club community team cheer basketball love passion win lose fun player,Chicago,22.23,Quarterly,595,97
4306,The 76ers Fan Club,lose community fun win win passion fun win fan team fun love win love fan basketball game win community club,Philadelphia,98.33,Yearly,327,14
4307,The Hawks Fan Club,community win win support passion lose passion support love community club support loyalty win cheer win support loyalty love support,Atlanta,94.24,Quarterly,888,320
4308,The Hawks Fan Club,team lose lose lose game fun cheer fun cheer basketball team team loyalty club loyalty support loyalty community win support,Atlanta,91.46,Quarterly,456,272
4309,The Bulls Fan Club,loyalty club team community community club community fan passion player fun game game cheer club game game player cheer loyalty,Chicago,40.84,Quarterly,674,10
4310,The Heat Fan Club,cheer fan support love community fan lose win lose fan fun cheer player fun lose fun fun team basketball club,Miami,66.25,Monthly,562,240
4311,The Warriors Fan Club,club game love fan support support fan player game cheer win cheer basketball community loyalty win win love basketball win,San Francisco,11.6,Monthly,156,186
4312,The Jazz Fan Club,club game game game win game basketball loyalty player community loyalty lose passion team club support fun community loyalty support,Salt Lake City,68.76,Yearly,116,230
4313,The Clippers Fan Club,team basketball fun love game club community fun cheer lose love lose club fun player passion club love cheer player,Los Angeles,96.88,Monthly,645,308
4314,The 76ers Fan Club,support cheer player basketball love loyalty player game passion community love player love support support community club basketball player support,Philadelphia,13.9,Monthly,510,230
4315,The Nuggets Fan Club,basketball fun player fun fan lose win fan lose club fan support cheer club win win team basketball basketball fun,Denver,37.54,Yearly,618,334
4316,The Rockets Fan Club,love win community cheer community club game lose loyalty support team player fun basketball win fan love team basketball team,Houston,88.61,Quarterly,832,92
4317,The Mavericks Fan Club,fun fun cheer passion fan cheer lose love fun player team love team win cheer love basketball win love cheer,Dallas,77.04,Monthly,362,25
4318,The Clippers Fan Club,game passion lose lose cheer player player win basketball lose fan support love game fun basketball community loyalty team cheer,Los Angeles,78.41,Monthly,668,314
4319,The Celtics Fan Club,support lose win cheer support fun lose love game basketball club basketball support club loyalty lose love club cheer lose,Boston,78.62,Monthly,742,371
4320,The Bulls Fan Club,passion team passion love club passion win fan support loyalty love game love loyalty passion club cheer basketball fun support,Chicago,47.91,Quarterly,490,104
4321,The Clippers Fan Club,love fun player game loyalty fun cheer game team lose cheer fan game passion support love passion cheer player player,Los Angeles,48.1,Yearly,270,158
4322,The Rockets Fan Club,win fun player passion team team loyalty passion community community passion love love loyalty basketball lose fan love win fun,Houston,98.14,Yearly,333,171
4323,The Spurs Fan Club,game player win cheer game passion team basketball cheer game win passion win win player fan lose community win loyalty,San Antonio,46.35,Yearly,292,137
4324,The Bulls Fan Club,fun club basketball love team cheer love loyalty fan passion community player team love love cheer fan cheer love lose,Chicago,74.35,Monthly,874,100
4325,The Nuggets Fan Club,support support cheer passion support lose team team cheer lose love player player cheer loyalty community game loyalty community community,Denver,73.74,Yearly,22,34
4326,The Heat Fan Club,lose cheer love win basketball cheer fun passion team loyalty player passion community loyalty win support fan cheer win loyalty,Miami,54.28,Yearly,528,145
4327,The Spurs Fan Club,love love fun passion lose passion player lose passion fan loyalty loyalty team lose passion support basketball cheer passion community,San Antonio,40.32,Monthly,522,61
4328,The Knicks Fan Club,love cheer passion fan passion club basketball player win club player win community loyalty lose game community fan support win,New York,70.86,Quarterly,478,148
4329,The Spurs Fan Club,club support support win fun player loyalty cheer support cheer loyalty win cheer basketball basketball lose loyalty fun game club,San Antonio,73.95,Yearly,429,58
4330,The Bucks Fan Club,lose club win team cheer fun love fan player love fun team fun lose player club team support fun community,Milwaukee,19.05,Yearly,985,29
4331,The 76ers Fan Club,team passion love community fan support player team lose community support game fan community basketball support lose fan love support,Philadelphia,66.72,Quarterly,113,235
4332,The Wizards Fan Club,fan passion player love fun basketball loyalty fun team team lose fan club loyalty lose basketball game loyalty loyalty basketball,Washington D.C.,21.61,Quarterly,6,256
4333,The Celtics Fan Club,player cheer lose basketball support passion support lose club loyalty loyalty love basketball win club support fan loyalty passion support,Boston,66.58,Quarterly,74,250
4334,The Raptors Fan Club,fun passion fan community cheer player club team basketball loyalty passion win loyalty game club passion support love support basketball,Toronto,82.77,Monthly,575,62
4335,The Heat Fan Club,support loyalty lose community player community love win lose game support win fun passion player lose club player team support,Miami,16.54,Quarterly,160,334
4336,The Celtics Fan Club,club love team fun win player community lose cheer player lose loyalty basketball basketball community loyalty cheer fan loyalty passion,Boston,81.06,Yearly,320,27
4337,The Hawks Fan Club,support passion player lose community support loyalty loyalty loyalty love love community community win player player cheer player win fun,Atlanta,69.63,Yearly,982,242
4338,The Hornets Fan Club,fun support support loyalty win win game fan passion club fun game passion support support cheer love fun fan support,Charlotte,94.66,Monthly,206,273
